Threshold,Accuracy,F1 Score,Sensitivity,Specificity
0.3,0.9326033312769895,0.8371226239284383,0.9719699960521121,0.7919605077574048
0.4,0.9369216533004319,0.8411650485436893,0.9853928148440584,0.7637517630465445
0.5,0.9378470080197409,0.8395061728395061,0.9923016186340308,0.7433004231311706
0.6,0.9383096853793954,0.8379254457050244,0.9968416896960126,0.7291960507757405
0.7,0.9378470080197409,0.834903727980336,0.9992104224240032,0.7186177715091678
